datetime,problem_type,name,commit_link,description
18.03.2022 18:08,SLOGANS,phpunit,https://github.com/sebastianbergmann/phpunit/commit/4634e702b5f05f5e948e531eb8b4fc19be40610c,"php фреймворк для тестирования кода, политический лозунг (начиная с версий 9.5.17 и 8.5.24 от 5 марта 2022)"
18.03.2022 18:01,SLOGANS,composer,https://github.com/composer/packagist/commit/86244a3695fcaaac9c5ba4257a4314eae1c6d981,"менеджер зависимостей для php, хэштег в терминале"
18.03.2022 17:17,SLOGANS,yii2-starter-kit,https://github.com/yii-starter-kit/yii2-starter-kit/commit/cfc03ed42cd3dffb7c4b4ee4d081615024bffde7,Лозунги
18.03.2022 16:50,SLOGANS,mailtrap.io,mailtrap.io,"Если зайти под русским ip то показывает страницу политическим лозунгом и видеоматериалами, использование сервиса далее заблокировано, vpn решает проблему"
18.03.2022 16:39,SLOGANS,Evolution CMS,https://github.com/evolution-cms/evolution/commit/1c586bc76f739264dcf0482530945875fa444b77,Подстава после обновления на последнюю версию
18.03.2022 16:15,SLOGANS,kubernetes-sigs/kind,https://github.com/kubernetes-sigs/kind/pull/2666,"""На сайт https://kind.sigs.k8s.io/ добавлен баннер с флагом и ссылка """"Help Provide Humanitarian Aid for Ukraine"""". Стоит следить за новыми коммитами на всякий случай"""
18.03.2022 15:49,SLOGANS,Dotnet Foundation,https://github.com/dotnet-foundation/website/commit/72ddd84dd8c1b68489d870e467cc584752af8049,"""Баннер """"We Stand with Ukraine"""""""
18.03.2022 15:17,SLOGANS,Roave/SecurityAdvisories,https://github.com/Roave/SecurityAdvisories/commit/3b910ed88bb6ee25696073ff282cfdbd4bd886b8,"При недовольстве примешивания политики в опен сорс, людей могут банить - https://github.com/Roave/SecurityAdvisories/pull/92"
18.03.2022 14:44,SLOGANS,Figma,https://forum.figma.com/t/ukrainian-people-are-dying-close-figma-in-russia/15263/3,"""Figma решила заморозить корпоративные аккаунты российских клиентов. Личные пока не трогают. (источник: см. """"Ссылка на пуш в репе"""", https://vk.com/wall-30666517_1781721)"""
18.03.2022 13:04,SLOGANS,Leaflet,https://github.com/Leaflet/Leaflet/commit/c94faa201a916fbf48e30156179d78ab5620d2d5,На сайте заменена главная страница: https://leafletjs.com/
18.03.2022 12:46,SLOGANS,Symfony,https://github.com/symfony/symfony/commit/37ca066c6fb3aac241ccfb12b2531675798528d7,Шильдик #StandWithUkraine
18.03.2022 12:12,SLOGANS,EventSource,https://github.com/Yaffle/EventSource/blob/master/src/eventsource.js#L1032,"Полифилы js используются в множестве сторонних сервисов, пол миллиона загрузок в неделю."
18.03.2022 12:12,SLOGANS,snap winbox,https://github.com/panaceya/winbox,Лозунги
18.03.2022 11:55,SLOGANS,https://www.npmjs.com/package/event-source-polyfill,https://github.com/Yaffle/EventSource/commit/de137927e13d8afac153d2485152ccec48948a7a,Через 15 секунд после открытия страницы алертит призыв прекратить происходящее и открывает change.org
18.03.2022 11:43,SLOGANS,T-Regx,https://github.com/T-Regx/T-Regx/commit/88c05aa62f1931f31e252c68c4084f22336e4552 и https://github.com/T-Regx/T-Regx/commit/7e4812ab0a0c562c0d3e024926c71c24a98fa3b4,StandWithUkraine banner
18.03.2022 11:37,SLOGANS,Portable ASCII for PHP,https://github.com/voku/portable-ascii,used e.g. in Laravel Core
18.03.2022 11:29,SLOGANS,react-create-app,https://github.com/facebook/create-react-app/commit/fd8c5f7b1b1d19d10d24cc2f9fdfc110585dc030,docs: add homepage banner in support of Ukraine (#12113)
18.03.2022 10:38,SLOGANS,Symfony,-,Баннер в поддержку Украины в шапке сайта
18.03.2022 10:32,SLOGANS,"laminas/*, mezzio/*,",https://github.com/laminas/laminas-servicemanager/commit/1fb805d456f4e916e5fbddad4d2349adfd2f05ba,Данный политический лозунг есть во всех пакетах laminas/ и mezzio/.
18.03.2022 10:22,SLOGANS,daemon tools,daemon-tools.cc,"с главного сайта начали перенаправлять на политический, отключили обновления"
18.03.2022 10:11,SLOGANS,Snap package with winbox,https://github.com/panaceya/winbox/commit/adb017fd7bf2ea40bbf5e449a20091192188509f,-
18.03.2022 9:16,SLOGANS,MUI,https://github.com/mui/material-ui/pull/31275,Баннер в поддержку Украины
18.03.2022 1:19,SLOGANS,Elmedia Player macOS,…,Вместо проигрывания медиа файлов запускает видео военных действий с политическими лозунгами
18.03.2022 1:05,SLOGANS,React.js,https://github.com/reactjs/reactjs.org/commit/d90fd21fdbedb075a4cc196c16156b534daf14a4,"""Баннер """"Поддержите Украину"""" на сайте с документацией"""
18.03.2022 0:17,SLOGANS,https://github.com/stop-war-in-ukraine,https://github.com/yarnpkg/website/issues/1155,Массовый спам issues в репозиториях
18.03.2022 0:16,SLOGANS,Ember.js,https://emberjs.com/community/invasion-of-ukraine/,https://emberjs.com/
18.03.2022 0:13,SLOGANS,vdz yandex metrika,https://plugins.trac.wordpress.org/browser/vdz-yandex-metrika/assets/banner-772x250.png?rev=2688057,"это плагин wordpress, Лозунги плюс бекдор, сейчас репозиторий зачищен, плагин блокирован"
17.03.2022 23:50,SLOGANS,https://github.com/k01ek,https://github.com/k01ek/notowar,"""Примеры программ на разных языках программированиях выводящие текст """"No to war"""""""
17.03.2022 23:48,SLOGANS,https://github.com/mallardduck/,https://github.com/KickflipCli/kickflip-src,"Генератор фейковых сайтов по шаблону с ключевыми словами и призывами (одного мейнтейнера уже забанили за национальную рознь, другой продолжает работу)"
17.03.2022 23:32,SLOGANS,GM-DONATE (gm-donate.ru) система доната в Garry's mod,https://github.com/GM-DONATE/IGS/commit/d98b6dd9f43225a6b03c665db8a57690646515ee#diff-13dde08e38ae5b40da01b8fed10e552f417dd1044710f28c10afa801521cb6bc,"Скрытно заменена текстура модели автомата с содовой на текстуру господина П. с фекалиями с расчетом на проблемы с законом. Возможно дальнейшее внедрение вредоносов, функционал позволяет."
17.03.2022 22:52,SLOGANS,Redirect Russia,https://github.com/pabio/redirect-russia,"Скрипт встраиваемый на сайты, перенаправляющий пользователей из России на страницу с политическими лозунгами"
17.03.2022 22:47,SLOGANS,Redirect Russia,https://github.com/pabio/redirect-russia,Установленный скрипт на сайте редиректит на страницу с агиткой. Проверяет по ip пользователя и таймзоне.
17.03.2022 22:43,SLOGANS,https://github.com/vadimdemedes/ink,https://github.com/vadimdemedes/ink/issues/506,Issue с призывом платной поддержки украинской армии
17.03.2022 22:41,SLOGANS,spaceship-prompt/spaceship-prompt,https://github.com/spaceship-prompt,Поддержка полит лозунгами и удаление всех русских issues
17.03.2022 22:31,SLOGANS,https://pastebin.com/,https://pastebin.com/,Политический баннер
17.03.2022 22:28,SLOGANS,https://github.com/search?l=Markdown&q=SWUbanner&type=Code,https://github.com/vshymanskyy/StandWithUkraine#projects-that-standwithukraine,Есть смысл проверить эти проекты
17.03.2022 21:18,SLOGANS,Dash Electrum,https://github.com/akhavr/electrum-dash/commit/80e7bfbc9325f0012dc9c6bd1017cd71de80e2371017cd71de80e237,"Разработчик впилил в продукт Лозунги, сделав их сюрпризом - в логе что в софте нового про это ни слова."
17.03.2022 20:19,SLOGANS,ReactJS,https://github.com/facebook/react/pull/23375/commits/11e414ce6c67dc6c3c7e8cf4146af5c39c9c93ea,"""В документации полит. лозунг """"STOP RUSSIA'S INVASION OF UKRAINE"""""" https://ru.reactjs.org"
17.03.2022 20:16,SLOGANS,EmotionJS,https://github.com/emotion-js/emotion/pull/2668,"""В документации полит. лозунг """"STOP RUSSIA'S INVASION OF UKRAINE"""""" https://emotion.sh/docs/introduction"
17.03.2022 20:14,SLOGANS,MUI (Material UI),https://github.com/mui/material-ui/pull/31275,"""В документации полит. лозунг """"STOP RUSSIA'S INVASION OF UKRAINE"""""" https://mui.com/getting-started/installation/"
17.03.2022 20:05,SLOGANS,mint,https://github.com/dbarnett/python-helloworld/pull/13,"https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%BA%D0%BE%D1%80%D0%B0%D0%B1%D0%BB%D1%8C,_%D0%B8%D0%B4%D0%B8_%D0%BD%D0%B0_%D1%85%D1%83%D0%B9"
17.03.2022 20:02,SLOGANS,CoreELEC,https://github.com/CoreELEC/CoreELEC,Замена логотипа в цвета флага Украины
17.03.2022 19:46,SLOGANS,Return youtube dislike api,https://github.com/Anarios/return-youtube-dislike/commit/9f257b354c2a933610fafc7c466af0572eef91bf,"""Добавление на главную страницу украинского флага и ссылки на сайт для поддержки украинской армии; + интересная строка в комментарии одного из разработчиков (https://github.com/Anarios/return-youtube-dislike/graphs/contributors): https://github.com/Anarios/return-youtube-dislike/issues/497 """"https://returnyoutubedislikeapi.com/ is blocked in Russia. If you are there, you won't be able to view or submit dislike votes unless you use a proxy or a VPN."""", хотя сервис и работает (https://returnyoutubedislikeapi.com/votes?videoId=kxOuG8jMIgI); Ничего серьёзного про политическую позицию нету"""
17.03.2022 19:29,SLOGANS,pre-commit-terraform,https://github.com/antonbabenko/pre-commit-terraform/pull/348/commits/fc190f980a6f0edac571253bce39e288c5d93949,см. условия использования в конце readme
17.03.2022 19:23,SLOGANS,react-native-ui-lib,https://github.com/wix/react-native-ui-lib/commit/dca74afdc64f76101c105d02534f4a05bb0c771c,Политический баннер #StandWithUkraine
17.03.2022 18:52,SLOGANS,Winbox snap package,https://github.com/panaceya/winbox/commit/adb017fd7bf2ea40bbf5e449a20091192188509f,"Мейнтейнер snap-пакета приложил поп-ап, который открывается при использовании русской локали"
17.03.2022 18:31,SLOGANS,Autodesk AutoCAD,https://www.autodesk.ru/,Лозунги
17.03.2022 18:12,SLOGANS,Pnpn менеджер пакетов,https://github.com/pnpm/pnpm,"Вредительства не замечено, но сайт с доками блочит ру айпи"
17.03.2022 17:52,SLOGANS,Svelte Material UI,https://github.com/hperrin/svelte-material-ui,на их официальрном сайте https://sveltematerialui.com/ висит плашка с лозунгом
17.03.2022 17:46,SLOGANS,filestash,https://github.com/mickael-kerjean/filestash-website/commit/c30a31a583c827182c92cb8ec4b5e8ba1d854c3d,С помощью определения ip показывали видео обращение Зеленского. Сейчас убрали
17.03.2022 17:46,SLOGANS,Activeadmin SimpleMDE Markdown Editor,https://github.com/ypylypenko/activeadmin_simplemde/commit/9bdf811b5c23430b5d7c45d342082e4f1cca14a9,Лозунги.
17.03.2022 17:44,SLOGANS,Php Project,https://github.com/spider-mane/php-project/commit/f742eafcf96496ad7f687f452a5c893d29f3e79e,#StandWithUkraine
17.03.2022 17:41,SLOGANS,PHPBench,https://github.com/phpbench/phpbench/commit/414f462c2ee40a6b30ffafbe0c4ee760e75780f8,standwithukraine
17.03.2022 17:34,SLOGANS,django-modeltranslatio,https://github.com/deschler/django-modeltranslation/commit/0617eadfb4606cd9cf3c5fcea761af142b5eb3b2,Лозунги в документации
17.03.2022 17:31,SLOGANS,https://www.11ty.dev/,https://github.com/11ty/11ty-website/commit/544e54a62947c41381d0e9b59891dfe4dd9f3de6,шильда в шапке Stand with Ukraine ????. До этого была ссылка на донаты для украины
17.03.2022 17:06,SLOGANS,https://repo.packagist.org,https://github.com/composer/packagist/pull/1270,composer update - выдает в консоли #StandWithUkraine
17.03.2022 17:06,SLOGANS,RNUILib,https://github.com/wix/react-native-ui-lib/commit/dca74afdc64f76101c105d02534f4a05bb0c771c,Баннер #StandWithUkraine
17.03.2022 16:49,SLOGANS,React,https://reactjs.org/,В документации фреймворка на каждой странице шапка с лозунгом
17.03.2022 16:42,SLOGANS,deskreen,https://deskreen.com,"Не опенсурс, но не знаю куда ещё отправить эту информацию."
17.03.2022 16:26,SLOGANS,The Unarchiver,https://github.com/MacPaw (приватный репозиторий),"Проверить, есть ли что-то помимо лозунгов, пока не удаётся. Лозунги точно показываются на баннере при разархивации/архивации."
17.03.2022 16:06,SLOGANS,Spark,https://sparkmailapp.com/,"Из текущего: лозунги и отказ от обслуживания жителей РФ (такое чувство, что ограничение на клиентской части приложения, т.к. отказ пришел с обновлениями)"
17.03.2022 16:00,SLOGANS,GNOME extension ddterm,оф сайт расширений гнома,Демонстрирует в окне консоли баннер.
17.03.2022 14:38,SLOGANS,plantUml web ресурс,https://plantuml.com/ru/,"Я аналитик, я не найду пуш в репе. plantUML много где используется как библиотечка для документирования и плагин в Idea. Но конкретно сейчас я нашла это в web версии"
17.03.2022 14:23,SLOGANS,Evolution CMS,https://github.com/evolution-cms/evolution/commit/1c586bc76f739264dcf0482530945875fa444b77,После обновления на релизы Evolution CMS 3.1.10 и Evolution CMS 1.4.17 полит. лозунг в админке
17.03.2022 14:15,SLOGANS,Codeception for PHP,https://github.com/Codeception/Codeception/commit/eefe1abc60500c0516b85131cbbfbb9a22899db4,"""при запуске в консоли выводится """"Codeception PHP Testing Framework v4.1.31 https://helpukrainewin.org"""""""
17.03.2022 14:15,SLOGANS,Docusaurus,https://github.com/facebook/docusaurus/pull/6811,Опенсорс проект http://docusaurus.io/
17.03.2022 14:11,SLOGANS,Набор обновлений UpdatePack7R2 для Windows 7 SP1 и Server 2008 R2 SP1,https://blog.simplix.info/update7/,Мартовское обновление не устанавливается. По информации в ченджлоге: История изменений: 22.03.2011 Из-за военного вторжения работа программы на территории России и Беларуси ограничена
17.03.2022 14:06,SLOGANS,React docs,не знаю,ru.reactjs.org и reactjs.org
17.03.2022 14:03,SLOGANS,evolution,https://github.com/evolution-cms/evolution/commit/1c586bc76f739264dcf0482530945875fa444b77,Полит лозунг в cms
17.03.2022 14:01,SLOGANS,Codeception,https://github.com/Codeception/Codeception/commit/d6b7af9233124652b0425217d633e034bfa9bf2b,Выводит в консоли ссылку на https://helpukrainewin.org
17.03.2022 13:55,SLOGANS,ebastianbergmann,https://github.com/sebastianbergmann/phpunit/commit/4634e702b5f05f5e948e531eb8b4fc19be40610c,политика
17.03.2022 13:24,SLOGANS,The unarchiver.app,https://macpaw.com/news/macpaw-amidst-aggression,Дополнительное окно с кнопкой «Узнайте правду о происходящем на Украине».
17.03.2022 13:14,SLOGANS,mailtrap.io,https://mailtrap.io/,Ужас
17.03.2022 13:09,SLOGANS,React Native website,https://github.com/facebook/react-native-website/pull/2986,Баннер в поддержку украины. Автор: https://github.com/dmitryvinn
17.03.2022 13:08,SLOGANS,@russia-sanctions/base,https://github.com/Russia-Sanctions/Base,"Просто пакет, который предлагается включать, чтобы выводить Лозунги"
17.03.2022 13:07,SLOGANS,Notepad++,https://notepad-plus-plus.org/downloads/,Лозунги в наименовании релиза
17.03.2022 13:05,SLOGANS,Список github проектов с лозунгами,https://github.com/vshymanskyy/StandWithUkraine#projects-that-standwithukraine,Список github проектов с лозунгами
17.03.2022 13:01,SLOGANS,StandWithUkraine support materials,https://github.com/vshymanskyy/StandWithUkraine,"""В репозитории есть список проектов, которые его используют. Возможно в них есть ещё """"закладки"""", кроме лозунгов из этого репозитория."""
17.03.2022 12:56,SLOGANS,Поиск по Github,https://github.com/search?l=Markdown&q=SWUbanner&type=Code,"Ссылка на поиск тех, что включил баннер в репу"
17.03.2022 12:55,SLOGANS,https://1password.com/ - менеджер паролей,Только ссылка,https://blog.1password.com/responding-to-the-conflict-in-ukraine/
17.03.2022 12:46,SLOGANS,React.js,https://github.com/reactjs/reactjs.org/commit/d90fd21fdbedb075a4cc196c16156b534daf14a4,Баннер в поддержку украины
17.03.2022 12:30,SLOGANS,peacenotwar,https://github.com/RIAEvangelist/peacenotwar,автор мальваря в node-ipc
17.03.2022 12:16,SLOGANS,YoutubeDownloader,https://github.com/Tyrrrz/YoutubeDownloader,"""Дал ссылку на репо, там везде призывы к поддержке х-слов, ну и в самой программе при запуске всплывает плашка о поддержке т.н. """"украины"""""""
17.03.2022 11:59,SLOGANS,Awesome Prometheus Alerts,https://github.com/samber/awesome-prometheus-alerts/commit/6bfcdcca165e57c6fa09a561515c33284caa20c2,Определяет активный у пользователя язык и редиректит на страницу с лозунгами. В следующих коммитах код удалили.
17.03.2022 11:46,SLOGANS,https://docs.nestjs.com/,https://github.com/nestjs/docs.nestjs.com/commit/a411b74d114a1342170334e84e426b3259c3872c,"""В документации полит. лозунг """"STOP RUSSIA'S INVASION OF UKRAINE"""""""
17.03.2022 11:42,SLOGANS,Stop Russia IT,https://github.com/stop-war-in-ukraine/stop-russia-it,"По ссылке список сервисов, ссылок на обсуждения, петиции на change.org"
17.03.2022 10:55,SLOGANS,verdaccio,https://github.com/verdaccio/verdaccio/pull/3060,Баннер в поддержку украины
17.03.2022 10:54,SLOGANS,ECMAScript extensions,https://github.com/medikoo/es5-ext/commit/28de285ed433b45113f01e4ce7c74e9a356b2af2,anti-war manifest
17.03.2022 10:45,SLOGANS,Группа проектов StandWithUkraine,https://github.com/vshymanskyy/StandWithUkraine#projects-that-standwithukraine,По ссылке список проектов участвующих в акции
17.03.2022 0:05,SLOGANS,Redis Desktop Manager (ранее - resp-app),https://github.com/uglide/RedisDesktopManager/commit/3880176abbb0ee877672fd1ae74bda9546a4d1a6,"Лозунги в README, политические коммиты с кодом в истории. Создатель - укр."
16.03.2022 22:08,SLOGANS,StandWithUkraine,https://github.com/vshymanskyy/StandWithUkraine,Список интегрировавших к себе призывы задонатить вна Украину в README.md
16.03.2022 19:24,SLOGANS,PHPUnit,https://github.com/sebastianbergmann/phpunit/commit/4634e702b5f05f5e948e531eb8b4fc19be40610c,Шильдик #StandWithUkraine
16.03.2022 19:21,SLOGANS,composer - PHPшный менеджер пакетов,https://github.com/composer/packagist/commit/86244a3695fcaaac9c5ba4257a4314eae1c6d981,Выводится шильдик #StandWithUkrane
16.03.2022 19:09,SLOGANS,retejs/rete,https://github.com/retejs/rete/commit/d3ff828a41f96e34f04619eb44c688c913ee8def,#StandWithUkraine postinstall message
16.03.2022 18:10,SLOGANS,AWS Terraform modules,https://github.com/terraform-aws-modules,"""все модули AWS для Terraform поддерживаемые сообществом, также сдублировалось в официальный Registry (https://registry.terraform.io/modules/terraform-aws-modules/vpc/aws/latest), внимание на """"дополнительные соглашения"""" внизу README каждого модуля."""
